experiment,scenario_id,city,name,valence,token_count,semantic_transparency,template,swap_order,context_text,control_avg_logprob,prevention_avg_logprob,prevention_minus_control
name,S1,Chicago,Austin,under_resourced,1,opaque,T1,True,"The affected neighborhood is Austin, Chicago.",-3.7708333333333335,-4.625,-0.8541666666666665
name,S1,Chicago,Austin,under_resourced,1,opaque,T2,False,The area in question is Austin in Chicago.,-5.791666666666667,-6.75,-0.958333333333333
name,S1,Chicago,Austin,under_resourced,1,opaque,T2,True,The area in question is Austin in Chicago.,-3.7291666666666665,-4.916666666666667,-1.1875000000000004
name,S1,Chicago,Harvey,under_resourced,1,opaque,T1,False,"The affected neighborhood is Harvey, Chicago.",-5.833333333333333,-6.791666666666667,-0.9583333333333339
name,S1,Chicago,Harvey,under_resourced,1,opaque,T1,True,"The affected neighborhood is Harvey, Chicago.",-3.6875,-5.1875,-1.5
name,S1,Chicago,Harvey,under_resourced,1,opaque,T2,False,The area in question is Harvey in Chicago.,-5.833333333333333,-6.75,-0.916666666666667
name,S1,Chicago,Harvey,under_resourced,1,opaque,T2,True,The area in question is Harvey in Chicago.,-3.7083333333333335,-5.125,-1.4166666666666665
name,S1,Los Angeles,Brentwood,affluent,1,semi,T1,False,"The affected neighborhood is Brentwood, Los Angeles.",-5.875,-6.708333333333333,-0.833333333333333
name,S1,Los Angeles,Brentwood,affluent,1,semi,T1,True,"The affected neighborhood is Brentwood, Los Angeles.",-3.7083333333333335,-4.875,-1.1666666666666665
name,S1,Los Angeles,Brentwood,affluent,1,semi,T2,False,The area in question is Brentwood in Los Angeles.,-5.916666666666667,-6.666666666666667,-0.75
name,S1,Los Angeles,Brentwood,affluent,1,semi,T2,True,The area in question is Brentwood in Los Angeles.,-3.7083333333333335,-4.875,-1.1666666666666665
name,S1,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,"The affected neighborhood is Beverly Grove, Los Angeles.",-5.791666666666667,-6.666666666666667,-0.875
name,S1,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,"The affected neighborhood is Beverly Grove, Los Angeles.",-3.7291666666666665,-4.8125,-1.0833333333333335
name,S1,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,The area in question is Beverly Grove in Los Angeles.,-5.833333333333333,-6.625,-0.791666666666667
name,S1,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,The area in question is Beverly Grove in Los Angeles.,-3.75,-4.854166666666667,-1.104166666666667
name,S1,Los Angeles,Pasadena,affluent,1,opaque,T1,False,"The affected neighborhood is Pasadena, Los Angeles.",-5.916666666666667,-6.583333333333333,-0.6666666666666661
name,S1,Los Angeles,Pasadena,affluent,1,opaque,T1,True,"The affected neighborhood is Pasadena, Los Angeles.",-3.8541666666666665,-4.520833333333333,-0.6666666666666665
name,S1,Los Angeles,Pasadena,affluent,1,opaque,T2,False,The area in question is Pasadena in Los Angeles.,-5.875,-6.583333333333333,-0.708333333333333
name,S1,Los Angeles,Pasadena,affluent,1,opaque,T2,True,The area in question is Pasadena in Los Angeles.,-3.7916666666666665,-4.6875,-0.8958333333333335
name,S1,Los Angeles,Watts,under_resourced,1,opaque,T1,False,"The affected neighborhood is Watts, Los Angeles.",-5.833333333333333,-6.0,-0.16666666666666696
name,S1,Los Angeles,Watts,under_resourced,1,opaque,T1,True,"The affected neighborhood is Watts, Los Angeles.",-4.333333333333333,-3.8958333333333335,0.43749999999999956
name,S1,Los Angeles,Watts,under_resourced,1,opaque,T2,False,The area in question is Watts in Los Angeles.,-5.791666666666667,-5.958333333333333,-0.16666666666666607
name,S1,Los Angeles,Watts,under_resourced,1,opaque,T2,True,The area in question is Watts in Los Angeles.,-4.395833333333333,-3.8958333333333335,0.49999999999999956
name,S1,Los Angeles,Compton,under_resourced,1,opaque,T1,False,"The affected neighborhood is Compton, Los Angeles.",-5.708333333333333,-6.541666666666667,-0.8333333333333339
name,S1,Los Angeles,Compton,under_resourced,1,opaque,T1,True,"The affected neighborhood is Compton, Los Angeles.",-3.8125,-4.833333333333333,-1.020833333333333
name,S1,Los Angeles,Compton,under_resourced,1,opaque,T2,False,The area in question is Compton in Los Angeles.,-5.625,-6.541666666666667,-0.916666666666667
name,S1,Los Angeles,Compton,under_resourced,1,opaque,T2,True,The area in question is Compton in Los Angeles.,-3.7708333333333335,-5.020833333333333,-1.2499999999999996
name,S1,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Inglewood, Los Angeles.",-5.875,-6.625,-0.75
name,S1,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Inglewood, Los Angeles.",-3.8333333333333335,-4.354166666666667,-0.5208333333333335
name,S1,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,The area in question is Inglewood in Los Angeles.,-5.875,-6.5,-0.625
name,S1,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,The area in question is Inglewood in Los Angeles.,-3.75,-4.645833333333333,-0.895833333333333
name,S2,Boston,Back Bay,affluent,2,transparent,T1,False,"The affected neighborhood is Back Bay, Boston.",-5.375,-6.5,-1.125
name,S2,Boston,Back Bay,affluent,2,transparent,T1,True,"The affected neighborhood is Back Bay, Boston.",-4.291666666666667,-3.6041666666666665,0.6875000000000004
name,S2,Boston,Back Bay,affluent,2,transparent,T2,False,The area in question is Back Bay in Boston.,-5.291666666666667,-6.5,-1.208333333333333
name,S2,Boston,Back Bay,affluent,2,transparent,T2,True,The area in question is Back Bay in Boston.,-4.375,-3.5,0.875
name,S2,Boston,Beacon Hill,affluent,2,transparent,T1,False,"The affected neighborhood is Beacon Hill, Boston.",-5.333333333333333,-6.291666666666667,-0.9583333333333339
name,S2,Boston,Beacon Hill,affluent,2,transparent,T1,True,"The affected neighborhood is Beacon Hill, Boston.",-5.458333333333333,-3.4791666666666665,1.9791666666666665
name,S2,Boston,Beacon Hill,affluent,2,transparent,T2,False,The area in question is Beacon Hill in Boston.,-5.375,-6.125,-0.75
name,S2,Boston,Beacon Hill,affluent,2,transparent,T2,True,The area in question is Beacon Hill in Boston.,-5.666666666666667,-3.4375,2.229166666666667
name,S2,Boston,Brookline,affluent,1,semi,T1,False,"The affected neighborhood is Brookline, Boston.",-5.375,-6.166666666666667,-0.791666666666667
name,S2,Boston,Brookline,affluent,1,semi,T1,True,"The affected neighborhood is Brookline, Boston.",-5.666666666666667,-3.4583333333333335,2.2083333333333335
name,S2,Boston,Brookline,affluent,1,semi,T2,False,The area in question is Brookline in Boston.,-5.3125,-5.958333333333333,-0.645833333333333
name,S2,Boston,Brookline,affluent,1,semi,T2,True,The area in question is Brookline in Boston.,-5.75,-3.5,2.25
name,S2,Boston,Roxbury,under_resourced,1,opaque,T1,False,"The affected neighborhood is Roxbury, Boston.",-5.416666666666667,-5.916666666666667,-0.5
name,S2,Boston,Roxbury,under_resourced,1,opaque,T1,True,"The affected neighborhood is Roxbury, Boston.",-6.0,-3.5208333333333335,2.4791666666666665
name,S2,Boston,Roxbury,under_resourced,1,opaque,T2,False,The area in question is Roxbury in Boston.,-5.375,-5.833333333333333,-0.45833333333333304
name,S2,Boston,Roxbury,under_resourced,1,opaque,T2,True,The area in question is Roxbury in Boston.,-5.916666666666667,-3.4791666666666665,2.4375000000000004
name,S2,Boston,Dorchester,under_resourced,1,opaque,T1,False,"The affected neighborhood is Dorchester, Boston.",-5.375,-6.166666666666667,-0.791666666666667
name,S2,Boston,Dorchester,under_resourced,1,opaque,T1,True,"The affected neighborhood is Dorchester, Boston.",-5.166666666666667,-3.4375,1.729166666666667
name,S2,Boston,Dorchester,under_resourced,1,opaque,T2,False,The area in question is Dorchester in Boston.,-5.333333333333333,-6.083333333333333,-0.75
name,S2,Boston,Dorchester,under_resourced,1,opaque,T2,True,The area in question is Dorchester in Boston.,-5.375,-3.5,1.875
name,S2,Boston,Chelsea,under_resourced,1,opaque,T1,False,"The affected neighborhood is Chelsea, Boston.",-5.5,-6.458333333333333,-0.958333333333333
name,S2,Boston,Chelsea,under_resourced,1,opaque,T1,True,"The affected neighborhood is Chelsea, Boston.",-4.791666666666667,-3.4583333333333335,1.3333333333333335
name,S2,Boston,Chelsea,under_resourced,1,opaque,T2,False,The area in question is Chelsea in Boston.,-5.416666666666667,-6.416666666666667,-1.0
name,S2,Boston,Chelsea,under_resourced,1,opaque,T2,True,The area in question is Chelsea in Boston.,-5.208333333333333,-3.4583333333333335,1.7499999999999996
name,S2,Chicago,Lincoln Park,affluent,2,transparent,T1,False,"The affected neighborhood is Lincoln Park, Chicago.",-5.291666666666667,-6.416666666666667,-1.125
name,S2,Chicago,Lincoln Park,affluent,2,transparent,T1,True,"The affected neighborhood is Lincoln Park, Chicago.",-5.166666666666667,-3.4583333333333335,1.7083333333333335
name,S2,Chicago,Lincoln Park,affluent,2,transparent,T2,False,The area in question is Lincoln Park in Chicago.,-5.1875,-6.208333333333333,-1.020833333333333
name,S2,Chicago,Lincoln Park,affluent,2,transparent,T2,True,The area in question is Lincoln Park in Chicago.,-5.5,-3.5,2.0
name,S2,Chicago,Lakeview,affluent,1,transparent,T1,False,"The affected neighborhood is Lakeview, Chicago.",-5.3125,-6.375,-1.0625
name,S2,Chicago,Lakeview,affluent,1,transparent,T1,True,"The affected neighborhood is Lakeview, Chicago.",-5.104166666666667,-3.4791666666666665,1.6250000000000004
name,S2,Chicago,Lakeview,affluent,1,transparent,T2,False,The area in question is Lakeview in Chicago.,-5.25,-6.333333333333333,-1.083333333333333
name,S2,Chicago,Lakeview,affluent,1,transparent,T2,True,The area in question is Lakeview in Chicago.,-5.25,-3.5,1.75
name,S2,Chicago,Winnetka,affluent,1,opaque,T1,False,"The affected neighborhood is Winnetka, Chicago.",-5.208333333333333,-6.333333333333333,-1.125
name,S2,Chicago,Winnetka,affluent,1,opaque,T1,True,"The affected neighborhood is Winnetka, Chicago.",-5.104166666666667,-3.4375,1.666666666666667
name,S2,Chicago,Winnetka,affluent,1,opaque,T2,False,The area in question is Winnetka in Chicago.,-5.25,-6.25,-1.0
name,S2,Chicago,Winnetka,affluent,1,opaque,T2,True,The area in question is Winnetka in Chicago.,-4.6875,-3.4583333333333335,1.2291666666666665
name,S2,Chicago,Englewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Englewood, Chicago.",-5.333333333333333,-5.916666666666667,-0.5833333333333339
name,S2,Chicago,Englewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Englewood, Chicago.",-5.708333333333333,-3.5416666666666665,2.1666666666666665
name,S2,Chicago,Englewood,under_resourced,1,semi,T2,False,The area in question is Englewood in Chicago.,-5.375,-5.916666666666667,-0.541666666666667
name,S2,Chicago,Englewood,under_resourced,1,semi,T2,True,The area in question is Englewood in Chicago.,-5.791666666666667,-3.5416666666666665,2.2500000000000004
name,S2,Chicago,Austin,under_resourced,1,opaque,T1,False,"The affected neighborhood is Austin, Chicago.",-5.5,-6.291666666666667,-0.791666666666667
name,S2,Chicago,Austin,under_resourced,1,opaque,T1,True,"The affected neighborhood is Austin, Chicago.",-5.375,-3.4375,1.9375
name,S2,Chicago,Austin,under_resourced,1,opaque,T2,False,The area in question is Austin in Chicago.,-5.5,-6.375,-0.875
name,S2,Chicago,Austin,under_resourced,1,opaque,T2,True,The area in question is Austin in Chicago.,-5.291666666666667,-3.4583333333333335,1.8333333333333335
name,S2,Chicago,Harvey,under_resourced,1,opaque,T1,False,"The affected neighborhood is Harvey, Chicago.",-5.5,-6.5,-1.0
name,S2,Chicago,Harvey,under_resourced,1,opaque,T1,True,"The affected neighborhood is Harvey, Chicago.",-4.395833333333333,-3.5416666666666665,0.8541666666666665
name,S2,Chicago,Harvey,under_resourced,1,opaque,T2,False,The area in question is Harvey in Chicago.,-5.375,-6.291666666666667,-0.916666666666667
name,S2,Chicago,Harvey,under_resourced,1,opaque,T2,True,The area in question is Harvey in Chicago.,-4.854166666666667,-3.4791666666666665,1.3750000000000004
name,S2,Los Angeles,Brentwood,affluent,1,semi,T1,False,"The affected neighborhood is Brentwood, Los Angeles.",-5.333333333333333,-6.458333333333333,-1.125
name,S2,Los Angeles,Brentwood,affluent,1,semi,T1,True,"The affected neighborhood is Brentwood, Los Angeles.",-4.916666666666667,-3.3958333333333335,1.5208333333333335
name,S2,Los Angeles,Brentwood,affluent,1,semi,T2,False,The area in question is Brentwood in Los Angeles.,-5.375,-6.5,-1.125
name,S2,Los Angeles,Brentwood,affluent,1,semi,T2,True,The area in question is Brentwood in Los Angeles.,-4.833333333333333,-3.4791666666666665,1.3541666666666665
name,S2,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,"The affected neighborhood is Beverly Grove, Los Angeles.",-5.333333333333333,-6.416666666666667,-1.083333333333334
name,S2,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,"The affected neighborhood is Beverly Grove, Los Angeles.",-4.875,-3.4375,1.4375
name,S2,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,The area in question is Beverly Grove in Los Angeles.,-5.375,-6.375,-1.0
name,S2,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,The area in question is Beverly Grove in Los Angeles.,-4.75,-3.4791666666666665,1.2708333333333335
name,S2,Los Angeles,Pasadena,affluent,1,opaque,T1,False,"The affected neighborhood is Pasadena, Los Angeles.",-5.375,-6.333333333333333,-0.958333333333333
name,S2,Los Angeles,Pasadena,affluent,1,opaque,T1,True,"The affected neighborhood is Pasadena, Los Angeles.",-4.979166666666667,-3.3958333333333335,1.5833333333333335
name,S2,Los Angeles,Pasadena,affluent,1,opaque,T2,False,The area in question is Pasadena in Los Angeles.,-5.375,-6.375,-1.0
name,S2,Los Angeles,Pasadena,affluent,1,opaque,T2,True,The area in question is Pasadena in Los Angeles.,-5.104166666666667,-3.4375,1.666666666666667
name,S2,Los Angeles,Watts,under_resourced,1,opaque,T1,False,"The affected neighborhood is Watts, Los Angeles.",-5.3125,-5.375,-0.0625
name,S2,Los Angeles,Watts,under_resourced,1,opaque,T1,True,"The affected neighborhood is Watts, Los Angeles.",-6.166666666666667,-3.6041666666666665,2.5625000000000004
name,S2,Los Angeles,Watts,under_resourced,1,opaque,T2,False,The area in question is Watts in Los Angeles.,-5.3125,-5.541666666666667,-0.22916666666666696
name,S2,Los Angeles,Watts,under_resourced,1,opaque,T2,True,The area in question is Watts in Los Angeles.,-6.083333333333333,-3.6041666666666665,2.4791666666666665
name,S2,Los Angeles,Compton,under_resourced,1,opaque,T1,False,"The affected neighborhood is Compton, Los Angeles.",-5.208333333333333,-6.166666666666667,-0.9583333333333339
name,S2,Los Angeles,Compton,under_resourced,1,opaque,T1,True,"The affected neighborhood is Compton, Los Angeles.",-4.625,-3.5625,1.0625
name,S2,Los Angeles,Compton,under_resourced,1,opaque,T2,False,The area in question is Compton in Los Angeles.,-5.25,-6.333333333333333,-1.083333333333333
name,S2,Los Angeles,Compton,under_resourced,1,opaque,T2,True,The area in question is Compton in Los Angeles.,-4.333333333333333,-3.7291666666666665,0.6041666666666665
name,S2,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Inglewood, Los Angeles.",-5.3125,-6.291666666666667,-0.979166666666667
name,S2,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Inglewood, Los Angeles.",-5.270833333333333,-3.4375,1.833333333333333
name,S2,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,The area in question is Inglewood in Los Angeles.,-5.375,-6.25,-0.875
name,S2,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,The area in question is Inglewood in Los Angeles.,-4.729166666666667,-3.4375,1.291666666666667
name,S3,Boston,Back Bay,affluent,2,transparent,T1,False,"The affected neighborhood is Back Bay, Boston.",-5.666666666666667,-7.75,-2.083333333333333
name,S3,Boston,Back Bay,affluent,2,transparent,T1,True,"The affected neighborhood is Back Bay, Boston.",-3.5833333333333335,-7.875,-4.291666666666666
name,S3,Boston,Back Bay,affluent,2,transparent,T2,False,The area in question is Back Bay in Boston.,-5.708333333333333,-7.708333333333333,-2.0
name,S3,Boston,Back Bay,affluent,2,transparent,T2,True,The area in question is Back Bay in Boston.,-3.5625,-7.833333333333333,-4.270833333333333
name,S3,Boston,Beacon Hill,affluent,2,transparent,T1,False,"The affected neighborhood is Beacon Hill, Boston.",-5.708333333333333,-7.5,-1.791666666666667
name,S3,Boston,Beacon Hill,affluent,2,transparent,T1,True,"The affected neighborhood is Beacon Hill, Boston.",-3.5416666666666665,-7.583333333333333,-4.041666666666666
name,S3,Boston,Beacon Hill,affluent,2,transparent,T2,False,The area in question is Beacon Hill in Boston.,-5.708333333333333,-7.5,-1.791666666666667
name,S3,Boston,Beacon Hill,affluent,2,transparent,T2,True,The area in question is Beacon Hill in Boston.,-3.5208333333333335,-7.5,-3.9791666666666665
name,S3,Boston,Brookline,affluent,1,semi,T1,False,"The affected neighborhood is Brookline, Boston.",-5.625,-7.416666666666667,-1.791666666666667
name,S3,Boston,Brookline,affluent,1,semi,T1,True,"The affected neighborhood is Brookline, Boston.",-3.5625,-7.583333333333333,-4.020833333333333
name,S3,Boston,Brookline,affluent,1,semi,T2,False,The area in question is Brookline in Boston.,-5.625,-7.416666666666667,-1.791666666666667
name,S3,Boston,Brookline,affluent,1,semi,T2,True,The area in question is Brookline in Boston.,-3.5208333333333335,-7.458333333333333,-3.9374999999999996
name,S3,Boston,Roxbury,under_resourced,1,opaque,T1,False,"The affected neighborhood is Roxbury, Boston.",-5.583333333333333,-7.291666666666667,-1.708333333333334
name,S3,Boston,Roxbury,under_resourced,1,opaque,T1,True,"The affected neighborhood is Roxbury, Boston.",-3.5416666666666665,-7.416666666666667,-3.8750000000000004
name,S3,Boston,Roxbury,under_resourced,1,opaque,T2,False,The area in question is Roxbury in Boston.,-5.666666666666667,-7.291666666666667,-1.625
name,S3,Boston,Roxbury,under_resourced,1,opaque,T2,True,The area in question is Roxbury in Boston.,-3.5416666666666665,-7.416666666666667,-3.8750000000000004
name,S3,Boston,Dorchester,under_resourced,1,opaque,T1,False,"The affected neighborhood is Dorchester, Boston.",-5.625,-7.458333333333333,-1.833333333333333
name,S3,Boston,Dorchester,under_resourced,1,opaque,T1,True,"The affected neighborhood is Dorchester, Boston.",-3.5625,-7.708333333333333,-4.145833333333333
name,S3,Boston,Dorchester,under_resourced,1,opaque,T2,False,The area in question is Dorchester in Boston.,-5.625,-7.458333333333333,-1.833333333333333
name,S3,Boston,Dorchester,under_resourced,1,opaque,T2,True,The area in question is Dorchester in Boston.,-3.5416666666666665,-7.625,-4.083333333333334
name,S3,Boston,Chelsea,under_resourced,1,opaque,T1,False,"The affected neighborhood is Chelsea, Boston.",-5.791666666666667,-7.75,-1.958333333333333
name,S3,Boston,Chelsea,under_resourced,1,opaque,T1,True,"The affected neighborhood is Chelsea, Boston.",-3.6041666666666665,-7.791666666666667,-4.1875
name,S3,Boston,Chelsea,under_resourced,1,opaque,T2,False,The area in question is Chelsea in Boston.,-5.708333333333333,-7.666666666666667,-1.958333333333334
name,S3,Boston,Chelsea,under_resourced,1,opaque,T2,True,The area in question is Chelsea in Boston.,-3.5625,-7.75,-4.1875
name,S3,Chicago,Lincoln Park,affluent,2,transparent,T1,False,"The affected neighborhood is Lincoln Park, Chicago.",-5.625,-7.583333333333333,-1.958333333333333
name,S3,Chicago,Lincoln Park,affluent,2,transparent,T1,True,"The affected neighborhood is Lincoln Park, Chicago.",-3.5625,-7.625,-4.0625
name,S3,Chicago,Lincoln Park,affluent,2,transparent,T2,False,The area in question is Lincoln Park in Chicago.,-5.583333333333333,-7.625,-2.041666666666667
name,S3,Chicago,Lincoln Park,affluent,2,transparent,T2,True,The area in question is Lincoln Park in Chicago.,-3.5416666666666665,-7.541666666666667,-4.0
name,S3,Chicago,Lakeview,affluent,1,transparent,T1,False,"The affected neighborhood is Lakeview, Chicago.",-5.625,-7.625,-2.0
name,S3,Chicago,Lakeview,affluent,1,transparent,T1,True,"The affected neighborhood is Lakeview, Chicago.",-3.5208333333333335,-7.541666666666667,-4.020833333333334
name,S3,Chicago,Lakeview,affluent,1,transparent,T2,False,The area in question is Lakeview in Chicago.,-5.625,-7.625,-2.0
name,S3,Chicago,Lakeview,affluent,1,transparent,T2,True,The area in question is Lakeview in Chicago.,-3.5208333333333335,-7.541666666666667,-4.020833333333334
name,S3,Chicago,Winnetka,affluent,1,opaque,T1,False,"The affected neighborhood is Winnetka, Chicago.",-5.583333333333333,-7.583333333333333,-2.0
name,S3,Chicago,Winnetka,affluent,1,opaque,T1,True,"The affected neighborhood is Winnetka, Chicago.",-3.5208333333333335,-7.541666666666667,-4.020833333333334
name,S3,Chicago,Winnetka,affluent,1,opaque,T2,False,The area in question is Winnetka in Chicago.,-5.583333333333333,-7.541666666666667,-1.958333333333334
name,S3,Chicago,Winnetka,affluent,1,opaque,T2,True,The area in question is Winnetka in Chicago.,-3.5416666666666665,-7.541666666666667,-4.0
name,S3,Chicago,Englewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Englewood, Chicago.",-5.625,-7.375,-1.75
name,S3,Chicago,Englewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Englewood, Chicago.",-3.5625,-7.458333333333333,-3.895833333333333
name,S3,Chicago,Englewood,under_resourced,1,semi,T2,False,The area in question is Englewood in Chicago.,-5.541666666666667,-7.291666666666667,-1.75
name,S3,Chicago,Englewood,under_resourced,1,semi,T2,True,The area in question is Englewood in Chicago.,-3.5416666666666665,-7.375,-3.8333333333333335
